월,구분,담당부서,광고주명,코드,총매출,영업수익,영업비용,영업실적,인건비,관리손익
1월,광고주,광고사업1본부2실6팀 (이상우),씨제이 제일제당(주),42154,"1,591,862,201","202,173,068","3,008,620","199,164,448","88,667,967","110,496,481"
1월,광고주,광고사업2본부1실3팀 (장채은),주식회사 에이피알,58263,"1,227,075,699","172,946,639","41,735,935","131,210,704","75,844,815","55,365,889"
1월,광고주,광고사업3본부1실3팀 (이유진),(주)지에스리테일 홈쇼핑,61258,"693,987,568","102,530,775","127,725","102,403,050","75,390,546","27,012,504"
1월,광고주,광고사업1본부2실1팀 (추성호),라이나생명보험(주),61571,"1,054,122,090","138,026,161","26,495,599","111,530,562","74,127,773","37,402,789"
1월,광고주,광고사업3본부1실2팀 (조학성),십일번가 주식회사,60976,"1,407,712,319","93,356,093","11,827,900","81,528,193","73,745,961","7,782,232"
1월,광고주,광고사업1본부1실2팀 (이남준),(주)엘지유플러스,61001,"913,376,088","130,625,509","2,979,552","127,645,957","73,214,978","54,430,979"
1월,광고주,광고사업3본부2실6팀 (조정훈),씨제이올리브영 주식회사,59875,"569,698,017","85,454,706",0,"85,454,706","71,307,415","14,147,291"
1월,광고주,광고사업3본부2실4팀 (조다솜),이니스프리,57802,"561,819,866","72,911,844","7,156,722","65,755,122","51,653,806","14,101,316"
1월,광고주,광고사업2본부3실4팀 (이세나),네슬레코리아 유한책임회사,60374,"396,598,675","60,162,782","152,290","60,010,492","47,752,417","12,258,075"
1월,광고주,광고사업3본부1실3팀 (이유진),(주)종근당,60913,"462,735,273","70,209,975","1,357,880","68,852,095","47,412,078","21,440,017"
1월,광고주,광고사업1본부1실4팀 (유승연),주식회사 버킷플레이스,61240,"503,949,305","48,561,775","7,430,618","41,131,157","41,168,413","-37,256"
1월,광고주,광고사업1본부1실4팀 (유승연),주식회사 버킷플레이스,60029,"328,650,470","49,297,573","14,938,658","34,358,915","36,908,677","-2,549,762"
1월,광고주,광고사업3본부1실1팀 (강기민),(주)지에스리테일 홈쇼핑,61393,"356,090,326","53,413,554",0,"53,413,554","36,822,924","16,590,630"
1월,광고주,광고사업2본부1실6팀 (이승화),(주)코스알엑스,61268,"119,559,537","22,382,392",0,"22,382,392","36,342,465","-13,960,073"
1월,광고주,광고사업1본부2실7팀 (주낙규),라이나생명보험(주)_CM,61572,"286,040,446","41,861,843","-26,495,599","68,357,442","35,756,283","32,601,159"
1월,광고주,광고사업3본부1실1팀 (강기민),에스케이렌터카 주식회사,61386,"193,849,990","25,555,817","472,519","25,083,298","32,433,630","-7,350,332"
1월,광고주,광고사업1본부2실5팀 (조정현),엘지전자(주),56076,"268,592,787","37,315,645","13,069,533","24,246,112","31,788,778","-7,542,666"
1월,광고주,광고사업2본부1실1팀 (구준수),주식회사 지누스,59244,"184,706,377","26,408,957",0,"26,408,957","28,154,590","-1,745,633"
1월,광고주,광고사업2본부3실7팀 (김가희),SK매직(주),58368,"143,158,676","23,005,801","305,909","22,699,892","26,015,001","-3,315,109"
1월,광고주,광고사업2본부2실8팀 (서성민),(주)챔프스터디,60107,"274,138,510","35,631,147",0,"35,631,147","25,913,714","9,717,433"
1월,광고주,광고사업1본부2실1팀 (추성호),씨제이제일제당(주)_브랜드스토어,61407,"248,246,823","34,932,630",0,"34,932,630","23,890,973","11,041,657"
1월,광고주,광고사업1본부1실3팀 (박지연),(주)엘지생활건강,61194,"317,033,034","51,050,956","7,446,640","43,604,316","22,072,636","21,531,680"
1월,광고주,광고사업1본부1실3팀 (박지연),주식회사 밀도,61538,"345,828,115","50,085,983","15,837,072","34,248,911","20,856,500","13,392,411"
1월,광고주,광고사업2본부2실5팀 (최소영),(주)코앤컴,61062,"215,036,509","29,057,463","5,732,342","23,325,121","19,664,867","3,660,254"
1월,광고주,광고사업2본부3실7팀 (김가희),(주)에스제이그룹,54521,"123,312,175","18,060,136","1,510,017","16,550,119","16,469,975","80,144"
1월,광고주,광고사업2본부2실5팀 (최소영),코튼클럽,61061,"24,269,545","3,006,285","593,306","2,412,979","14,846,002","-12,433,023"
1월,광고주,광고사업1본부1실2팀 (이남준),(주)엘지생활건강,60649,"100,901,373","16,631,232","1,731,467","14,899,765","14,606,951","292,814"
1월,광고주,광고사업3본부2실6팀 (조정훈),(주)하이라이트브랜즈,61315,"107,895,926","15,881,903","431,692","15,450,211","14,057,357","1,392,854"
1월,광고주,광고사업2본부2실8팀 (서성민),(주)챔프스터디,60340,"137,697,320","17,687,129",0,"17,687,129","13,644,070","4,043,059"
1월,광고주,운영실2팀 (주규철),(주)유한건강생활,61026,"138,947,298","18,462,812","557,988","17,904,824","12,896,954","5,007,870"
1월,광고주,광고사업2본부3실4팀 (이세나),청호나이스(주),61529,"131,068,746","18,330,761",0,"18,330,761","11,937,761","6,393,000"
1월,광고주,광고사업1본부1실2팀 (이남준),(주)엘지생활건강,61419,"163,203,552","22,533,891","2,204,187","20,329,704","11,934,628","8,395,076"
1월,광고주,광고사업1본부1실4팀 (유승연),(주)엘지생활건강,61183,"53,281,403","9,688,213","471,234","9,216,979","11,517,778","-2,300,799"
1월,광고주,광고사업2본부1실6팀 (이승화),(주)마녀공장,61421,"129,570,802","15,262,710",0,"15,262,710","10,812,284","4,450,426"
1월,광고주,운영실2팀 (주규철),(사)홀트아동복지회,2886,"85,626,068","13,689,846","685,034","13,004,812","8,929,811","4,075,001"
1월,광고주,광고사업2본부1실1팀 (구준수),주식회사 코스모앤컴퍼니,61524,"43,982,773","6,581,967","8,474","6,573,493","8,743,413","-2,169,920"
1월,광고주,운영실1팀 (박유종),(주)경남제약,61219,"56,286,821","10,747,138","406,289","10,340,849","8,547,622","1,793,227"
1월,광고주,운영실2팀 (주규철),(주)베네통코리아,50655,"83,014,538","12,649,092","478,913","12,170,179","8,514,380","3,655,799"
1월,광고주,운영실2팀 (주규철),슬로우베드,61255,"60,427,277","9,060,212","536,362","8,523,850","8,137,347","386,503"
1월,광고주,광고사업2본부1실1팀 (구준수),스토어허브코리아 주식회사,61159,"82,909,725","11,856,187","424,142","11,432,045","8,126,529","3,305,516"
1월,광고주,광고사업2본부2실5팀 (최소영),미트리,61271,"38,016,966","5,771,247",0,"5,771,247","7,902,339","-2,131,092"
1월,광고주,광고사업2본부2실8팀 (서성민),(주)교암,60343,"59,297,243","8,425,272",0,"8,425,272","7,793,553","631,719"
1월,광고주,광고사업1본부1실3팀 (박지연),(주)엘지생활건강,60841,"52,608,241","8,818,844","106,602","8,712,242","6,578,446","2,133,796"
1월,광고주,광고사업3본부2실5팀 (최서희),라인프렌즈스퀘어 주식회사,61329,"67,478,926","10,040,892","593,097","9,447,795","6,276,647","3,171,148"
1월,광고주,운영실2팀 (주규철),네파(주),51158,"46,906,375","8,036,184","145,806","7,890,378","6,037,794","1,852,584"
1월,광고주,운영실1팀 (박유종),주식회사 비케이브,61070,"61,940,005","8,700,388","729,216","7,971,172","5,858,158","2,113,014"
1월,광고주,광고사업3본부1실2팀 (조학성),(주)코스트코코리아,58028,"86,320,020","12,948,003",0,"12,948,003","5,542,908","7,405,095"
1월,광고주,광고사업2본부2실8팀 (서성민),(주)위더스교육,60341,"46,062,635","6,501,161",0,"6,501,161","5,504,723","996,438"
1월,광고주,운영실2팀 (주규철),주식회사 비케이브,61003,"47,763,839","6,463,806","347,962","6,115,844","5,210,537","905,307"
1월,광고주,운영실2팀 (주규철),주식회사 넘버링,61186,"30,606,876","8,475,069",0,"8,475,069","4,846,094","3,628,975"
1월,광고주,운영실2팀 (주규철),무인양품(주),61152,"48,261,245","7,346,272",0,"7,346,272","4,747,025","2,599,247"
1월,광고주,광고사업1본부1실2팀 (이남준),(주)가나,59810,"82,137,059","10,918,102",0,"10,918,102","4,574,526","6,343,576"
1월,광고주,광고사업2본부3실7팀 (김가희),에스제이키즈,59114,"37,176,050","5,478,568","240,893","5,237,675","4,567,573","670,102"
1월,광고주,광고사업1본부1실3팀 (박지연),밝은눈안과,57599,"75,272,828","11,390,925",0,"11,390,925","4,256,069","7,134,856"
1월,광고주,광고사업2본부2실5팀 (최소영),(주)일룸,53952,"41,673,781","6,334,752","309,988","6,024,764","3,678,049","2,346,715"
1월,광고주,운영실1팀 (박유종),(주)브랜드홀더,60865,"42,301,247","5,725,779",0,"5,725,779","3,480,784","2,244,995"
1월,광고주,운영실1팀 (박유종),주식회사 로즈베이,54500,"31,744,266","4,594,734",0,"4,594,734","3,252,836","1,341,898"
1월,광고주,광고사업3본부2실5팀 (최서희),(주)카버코리아,61589,"8,364,723","1,249,739",0,"1,249,739","3,040,891","-1,791,152"
1월,광고주,운영실1팀 (박유종),국민이주,33951,"27,238,681","4,811,335","143,719","4,667,616","2,846,481","1,821,135"
1월,광고주,광고사업2본부1실1팀 (구준수),주식회사 에스와이피글로벌,61182,"26,746,920","4,012,041",0,"4,012,041","2,566,525","1,445,516"
1월,광고주,광고사업2본부2실5팀 (최소영),비에스투코리아(주),61063,"23,865,701","3,310,152","1,267,904","2,042,248","2,529,373","-487,125"
1월,광고주,운영실1팀 (박유종),법무법인 새움,61243,"28,568,608","4,098,558",0,"4,098,558","2,257,064","1,841,494"
1월,광고주,운영실2팀 (주규철),엔구코리아 주식회사,58581,"28,685,564","3,279,179",0,"3,279,179","1,971,546","1,307,633"
1월,광고주,운영실2팀 (주규철),"주식회사 아크메드라비(acme de lavie Co.,ltd.)",61120,"13,531,448","2,046,302","152,114","1,894,188","1,834,431","59,757"
1월,광고주,SAE팀,주식회사 수나비,59654,"26,411,734","3,921,086",0,"3,921,086","1,789,373","2,131,713"
1월,광고주,운영실2팀 (주규철),주식회사 케이비엔,61199,"14,410,162","2,116,792",0,"2,116,792","1,689,644","427,148"
1월,광고주,운영실2팀 (주규철),(주)네오플램,61035,"23,515,299","2,994,048",0,"2,994,048","1,686,570","1,307,478"
1월,광고주,운영실2팀 (주규철),주식회사 같은온도,60645,"15,816,995","3,163,399",0,"3,163,399","1,664,161","1,499,238"
1월,광고주,운영실2팀 (주규철),주식회사 케어닥,60883,"15,431,781","2,948,248","69,285","2,878,963","1,625,794","1,253,169"
1월,광고주,운영실1팀 (박유종),보자기코리아,53368,"17,505,020","2,302,754",0,"2,302,754","1,610,920","691,834"
1월,광고주,운영실2팀 (주규철),(주)파크랜드,32403,"18,017,275","2,413,501",0,"2,413,501","1,542,345","871,156"
1월,광고주,운영실1팀 (박유종),주식회사 고차원,61207,"15,754,646","2,363,198",0,"2,363,198","1,505,705","857,493"
1월,광고주,운영실1팀 (박유종),주식회사 당근마켓,60663,"7,304,226","1,882,299",0,"1,882,299","1,462,654","419,645"
1월,광고주,운영실2팀 (주규철),(주)아모레퍼시픽,61263,"7,218,130","1,016,361","49,764","966,597","1,426,011","-459,414"
1월,광고주,운영실1팀 (박유종),(주) 비즈폼,577,"12,843,600","1,926,540",0,"1,926,540","1,368,790","557,750"
1월,광고주,SAE팀,주식회사 알티스트,61201,"18,098,516","2,931,430","66,291","2,865,139","1,337,747","1,527,392"
1월,광고주,운영실2팀 (주규철),주식회사 플라톤벤쳐스,58438,"10,208,078","1,531,211",0,"1,531,211","1,330,389","200,822"
1월,광고주,운영실2팀 (주규철),(주)지인터내셔날,56828,"14,870,000","2,230,500",0,"2,230,500","1,270,915","959,585"
1월,광고주,운영실1팀 (박유종),강남세란의원,58078,"11,531,110","1,711,667",0,"1,711,667","1,234,809","476,858"
1월,광고주,운영실1팀 (박유종),생기가득 한방병원,61253,"8,345,760","1,289,908",0,"1,289,908","1,201,174","88,734"
1월,광고주,광고사업2본부2실8팀 (서성민),(주) 블랙야크,61217,0,0,0,0,"1,194,077","-1,194,077"
1월,광고주,광고사업2본부3실7팀 (김가희),(주)유닛블랙,61357,"5,986,430","897,965",0,"897,965","1,160,912","-262,947"
1월,광고주,운영실2팀 (주규철),포스테스,61528,"11,665,414","1,749,812",0,"1,749,812","1,153,795","596,017"
1월,광고주,운영실1팀 (박유종),(주)사옹원,56766,"6,609,252","1,041,388",0,"1,041,388","1,150,715","-109,327"
1월,광고주,SAE팀,주식회사 출력홀딩스,55786,"16,440,100","2,466,017",0,"2,466,017","1,125,358","1,340,659"
1월,광고주,SAE팀,주식회사 큐앤드비인터내셔날,61376,"14,989,570","2,248,438",0,"2,248,438","1,026,066","1,222,372"
1월,광고주,운영실1팀 (박유종),(주)미니멀리스트,59529,"5,069,221","1,013,844","130,231","883,613","966,173","-82,560"
1월,광고주,운영실1팀 (박유종),(주) 마하니트,61225,"10,588,881","1,356,194",0,"1,356,194","927,792","428,402"
1월,광고주,SAE팀,보드포인트,1149,"13,486,214","2,000,189",0,"2,000,189","912,779","1,087,410"
1월,광고주,운영실1팀 (박유종),(주)비엔에프통상,60987,"8,672,839","1,391,833",0,"1,391,833","909,192","482,641"
1월,광고주,CS파트,골드마켓,61358,"10,172,700","1,525,906",0,"1,525,906","829,367","696,539"
1월,광고주,CS파트,(주)제일엠아이,21542,"8,665,147","1,514,961",0,"1,514,961","823,418","691,543"
1월,광고주,광고사업3본부1실3팀 (이유진),데상트코리아주식회사,57085,0,0,0,0,"735,658","-735,658"
1월,광고주,운영실2팀 (주규철),(주)고래사,58161,"9,351,153","1,354,485",0,"1,354,485","717,667","636,818"
1월,광고주,SAE팀,파인크로스 주식회사,61411,"10,272,262","1,540,840",0,"1,540,840","703,157","837,683"
1월,광고주,운영실1팀 (박유종),(주)한국경제티브이,59916,"7,495,860","980,871",0,"980,871","640,138","340,733"
1월,광고주,SAE팀,(주)의식주컴퍼니,61211,"7,943,840","1,391,230",0,"1,391,230","634,883","756,347"
1월,광고주,운영실1팀 (박유종),비욘드푸드,60933,"5,065,596","830,633",0,"830,633","623,271","207,362"
1월,광고주,운영실1팀 (박유종),(주) 비엔에프통상,60186,"6,483,333","1,012,500",0,"1,012,500","572,533","439,967"
1월,광고주,운영실1팀 (박유종),주식회사 플레이스앤,60850,"4,633,592","717,767",0,"717,767","564,862","152,905"
1월,광고주,운영실2팀 (주규철),주식회사 릴리브랩,61161,"6,285,348","874,772",0,"874,772","562,689","312,083"
1월,광고주,운영실1팀 (박유종),(주)코엔코,57939,"5,579,713","836,958",0,"836,958","499,411","337,547"
1월,광고주,광고사업3본부2실6팀 (조정훈),(주)하이라이트뷰티스,61317,"4,489,371","611,664","48,869","562,795","475,283","87,512"
1월,광고주,CP팀,에스케이렌터카 주식회사,61415,0,0,0,0,"450,618","-450,618"
1월,광고주,SAE팀,주식회사 더벗,57763,"6,817,053","963,554",0,"963,554","439,714","523,840"
1월,광고주,운영실1팀 (박유종),킨키,61549,"3,867,210","651,944",0,"651,944","411,251","240,693"
1월,광고주,운영실2팀 (주규철),(주)앨리앤코,56591,"4,846,160","726,925",0,"726,925","387,796","339,129"
1월,광고주,광고사업3본부2실4팀 (조다솜),(주)아모레퍼시픽,60751,"4,287,838","643,176","80,511","562,665","376,342","186,323"
1월,광고주,SAE팀,샤인뮤직넷,24015,"5,082,400","762,361",0,"762,361","347,901","414,460"
1월,광고주,광고사업1본부1실3팀 (박지연),(주)엘지생활건강,61090,"1,392,456","514,868","18,098","496,770","344,896","151,874"
1월,광고주,SAE팀,주식회사 노랑풍선시티버스,59542,"5,024,204","753,632",0,"753,632","343,917","409,715"
1월,광고주,SAE팀,라쿤커머스,60801,"4,646,081","696,912",0,"696,912","318,033","378,879"
1월,광고주,SAE팀,(주) 네모인사이트,60199,"4,575,934","691,892","15,192","676,700","315,742","360,958"
1월,광고주,SAE팀,수원모던실용음악학원,44389,"4,445,041","682,434",0,"682,434","311,426","371,008"
1월,광고주,운영실2팀 (주규철),(주) 비케이브,60936,"2,421,689","363,254","58,508","304,746","309,438","-4,692"
1월,광고주,SAE팀,주식회사 아이스칸,61344,"4,374,990","656,250",0,"656,250","299,477","356,773"
1월,광고주,SAE팀,주식회사 딜사이트티브이,61349,"4,294,921","644,240",0,"644,240","293,997","350,243"
1월,광고주,운영실1팀 (박유종),주식회사 대현엠앤비,61209,"3,908,556","586,285",0,"586,285","292,920","293,365"
1월,광고주,SAE팀,(주)동양테크툴,11053,"4,196,510","629,477",0,"629,477","287,259","342,218"
1월,광고주,CS파트,(주)성보하이드로 엔지니어링,2255,"3,313,735","528,427",0,"528,427","287,214","241,213"
1월,광고주,SAE팀,모두의음악버클리음대동문실용음악학원,61404,"4,046,140","606,921",0,"606,921","276,966","329,955"
1월,광고주,SAE팀,주식회사 체온365,61054,"4,122,478","593,357",0,"593,357","270,776","322,581"
1월,광고주,SAE팀,임팩트비뇨기과의원,46817,"7,280,929","567,894","5,000","562,894","259,156","303,738"
1월,광고주,SAE팀,주식회사 팜므 (PAM inc.),59000,"3,756,579","563,487",0,"563,487","257,145","306,342"
1월,광고주,운영실1팀 (박유종),주식회사 케익드라마,60837,"2,269,017","340,353",0,"340,353","249,372","90,981"
1월,광고주,CS파트,하나서울안과의원,42986,"3,046,560","456,985",0,"456,985","248,383","208,602"
1월,광고주,CS파트,(주)우림엠에스,59931,"2,950,470","442,571",0,"442,571","240,548","202,023"
1월,광고주,CS파트,써모피셔사이언티픽코리아,61112,"2,889,217","433,383",0,"433,383","235,554","197,829"
1월,광고주,SAE팀,연세힐치과의원,61365,"3,103,104","512,012",0,"512,012","233,655","278,357"
1월,광고주,SAE팀,한국플루크,57850,"3,346,012","501,902",0,"501,902","229,041","272,861"
1월,광고주,CS파트,히오키코리아 주식회사,58786,"2,512,765","399,619",0,"399,619","217,203","182,416"
1월,광고주,CS파트,연세로즈엘의원청주점,44980,"2,625,380","393,807",0,"393,807","214,043","179,764"
1월,광고주,광고사업1본부2실5팀 (조정현),주식회사 피알앤디테크베이,61356,"2,334,390","350,159",0,"350,159","207,778","142,381"
1월,광고주,운영실2팀 (주규철),생고뱅코리아 주식회사,61031,"340,858",0,0,0,"206,276","-206,276"
1월,광고주,SAE팀,용대물산,56302,"2,864,150","429,623",0,"429,623","196,057","233,566"
1월,광고주,SAE팀,더함 프랜차이즈 개발원,57437,"2,831,363","424,705",0,"424,705","193,813","230,892"
1월,광고주,CS파트,세브란스치과의원,61076,"2,840,300","348,380",0,"348,380","189,353","159,027"
1월,광고주,SAE팀,보승FC,55071,"2,689,200","403,381",0,"403,381","184,081","219,300"
1월,광고주,SAE팀,새항운병원,45725,"2,654,900","398,235",0,"398,235","181,733","216,502"
1월,광고주,SAE팀,루쏘소에프앤에프,49422,"2,414,030","397,852","25,850","372,002","181,558","190,444"
1월,광고주,운영실2팀 (주규철),주식회사 티비엘코퍼레이션,61218,"1,446,666","217,000",0,"217,000","179,574","37,426"
1월,광고주,광고사업1본부2실5팀 (조정현),(주)피알앤디컴퍼니,60951,"2,199,599","288,871",0,"288,871","171,412","117,459"
1월,광고주,CS파트,주식회사 뷰티메디칼,61360,"1,965,080","294,762",0,"294,762","160,210","134,552"
1월,광고주,SAE팀,(주) 씨엔씨,58425,"2,280,340","342,051",0,"342,051","156,094","185,957"
1월,광고주,CS파트,(주)케이에스엔,26945,"1,887,699","283,155",0,"283,155","153,900","129,255"
1월,광고주,CS파트,(주)유닉스글로벌,61301,"1,867,070","280,061",0,"280,061","152,219","127,842"
1월,광고주,CS파트,페스툴코리아 유한회사,58662,"1,860,000","279,000",0,"279,000","151,643","127,357"
1월,광고주,CS파트,씨티아이코리아 주식회사,54560,"1,848,960","277,345",0,"277,345","150,743","126,602"
1월,광고주,SAE팀,꼴레지오니스타,61239,"1,881,213","329,989","23,128","306,861","150,589","156,272"
1월,광고주,CS파트,23살농부,48028,"1,841,300","276,197",0,"276,197","150,120","126,077"
1월,광고주,광고사업1본부1실3팀 (박지연),(주)엘지생활건강,61158,"221,490","33,224",0,"33,224","143,604","-110,380"
1월,광고주,SAE팀,보리움 법률사무소,59371,"2,985,803","312,242","37,500","274,742","142,490","132,252"
1월,광고주,운영실1팀 (박유종),주식회사 뷰티팩토리 (beauty factory),61279,0,0,0,0,"141,018","-141,018"
1월,광고주,SAE팀,한반도교량점검,58958,"2,055,568","308,335",0,"308,335","140,708","167,627"
1월,광고주,광고사업2본부2실5팀 (최소영),라가르데르엑티브엔터프라이즈코리아 유한회사,61366,"256,081","29,449",0,"29,449","140,416","-110,967"
1월,광고주,CS파트,윤동주성형외과의원,47123,"1,713,780","257,068",0,"257,068","139,723","117,345"
1월,광고주,운영실2팀 (주규철),주식회사 우아한형제들,61056,"1,240,000","186,000",0,"186,000","136,799","49,201"
1월,광고주,SAE팀,대박판촉물,30804,"1,990,167","298,526","12,500","286,026","136,231","149,795"
1월,광고주,SAE팀,온뮤직실용음악학원,57089,"1,973,710","296,057",0,"296,057","135,105","160,952"
1월,광고주,SAE팀,시슬리의원(프리미엄에스피부과),45587,"1,954,520","293,179",0,"293,179","133,791","159,388"
1월,광고주,CS파트,주식회사 상우,59906,"1,640,190","246,029",0,"246,029","133,723","112,306"
1월,광고주,SAE팀,남장현산부인과,10663,"1,832,440","274,867",0,"274,867","125,435","149,432"
1월,광고주,SAE팀,중소기업정책자금지원센터주식회사,58412,"1,804,980","270,748",0,"270,748","123,555","147,193"
1월,광고주,CS파트,주식회사 이폼웍스,60757,"1,495,520","224,329",0,"224,329","121,928","102,401"
1월,광고주,CS파트,주식회사 이노렌탈,59385,"1,492,970","223,946",0,"223,946","121,720","102,226"
1월,광고주,CS파트,(주)대화씨앤에프,56536,"1,449,666","217,451",0,"217,451","118,190","99,261"
1월,광고주,CS파트,한국피셔과학 (주),61113,"1,429,020","214,354",0,"214,354","116,507","97,847"
1월,광고주,CS파트,(주)도래샘,60735,"1,321,871","209,803",0,"209,803","114,033","95,770"
1월,광고주,CS파트,(주)지학사,58937,"1,373,333","206,000",0,"206,000","111,966","94,034"
1월,광고주,SAE팀,쿠코무 주식회사,58626,"1,628,567","244,286",0,"244,286","111,479","132,807"
1월,광고주,광고사업3본부1실1팀 (강기민),어음톡,59295,"1,469,240","220,387",0,"220,387","107,564","112,823"
1월,광고주,광고사업2본부2실5팀 (최소영),티에스인터내셔날코리아(주),61592,"186,666","28,000","28,000",0,"106,536","-106,536"
1월,광고주,CS파트,쏘내추럴(주),59576,"1,288,635","193,295",0,"193,295","105,061","88,234"
1월,광고주,CS파트,(주)프리텍,50050,"1,285,660","192,850",0,"192,850","104,819","88,031"
1월,광고주,CS파트,이케이 주식회사,57644,"1,283,960","192,594",0,"192,594","104,680","87,914"
1월,광고주,CS파트,예술은행,40938,"1,282,320","192,348",0,"192,348","104,546","87,802"
1월,광고주,CS파트,주식회사 테크원씨엔에스,60418,"1,270,910","190,637",0,"190,637","103,617","87,020"
1월,광고주,SAE팀,더클래식500,34094,"1,290,357","226,696",0,"226,696","103,452","123,244"
1월,광고주,운영실2팀 (주규철),(주)대두식품,61323,0,0,0,0,"101,637","-101,637"
1월,광고주,CS파트,니오라코리아 유한회사,61364,"1,240,000","186,000",0,"186,000","101,095","84,905"
1월,광고주,CS파트,(주)다보산업,60086,"1,240,000","186,000",0,"186,000","101,095","84,905"
1월,광고주,CS파트,화이트큐브,60738,"1,240,000","186,000",0,"186,000","101,095","84,905"
1월,광고주,SAE팀,발해유학원,60704,"1,463,690","219,555",0,"219,555","100,193","119,362"
1월,광고주,SAE팀,(주)벤제프,59357,"1,446,666","217,000",0,"217,000","99,027","117,973"
1월,광고주,SAE팀,(주)나인스쿨,54669,"1,446,667","217,000",0,"217,000","99,027","117,973"
1월,광고주,SAE팀,주식회사 내공관리형스터디카페,61491,"1,416,170","212,426",0,"212,426","96,940","115,486"
1월,광고주,CS파트,송정필방,31463,"1,733,940","178,094",0,"178,094","96,798","81,296"
1월,광고주,CS파트,바른본병원,57137,"1,180,000","177,000",0,"177,000","96,204","80,796"
1월,광고주,SAE팀,주식회사 딜사이트에스,61391,"1,363,190","204,479",0,"204,479","93,313","111,166"
1월,광고주,CS파트,청호문화사,55257,"1,103,580","165,537",0,"165,537","89,973","75,564"
1월,광고주,CS파트,(주)스폰지마트,59261,"1,051,350","157,703",0,"157,703","85,716","71,987"
1월,광고주,SAE팀,에이블스토어,55298,"1,240,000","186,000",0,"186,000","84,880","101,120"
1월,광고주,SAE팀,한울프랜차이즈,34384,"1,239,925","185,989","17,487","168,502","84,875","83,627"
1월,광고주,CS파트,(주)제이앤피컴퍼니 서울지사,60635,"1,033,610","155,042",0,"155,042","84,269","70,773"
1월,광고주,SAE팀,코아리에프앤비,61539,"1,229,580","184,438",0,"184,438","84,168","100,270"
1월,광고주,SAE팀,강남편입아카데미(동의엠스쿨),16106,"1,218,920","182,839",0,"182,839","83,438","99,401"
1월,광고주,CS파트,제이제이비뇨기과,49955,"970,050","150,508",0,"150,508","81,805","68,703"
1월,광고주,SAE팀,위너에너텍(린나이동대문대리점),61429,"1,265,352","178,658",0,"178,658","81,530","97,128"
1월,광고주,CS파트,코리아에폭시,58684,"997,520","149,629",0,"149,629","81,326","68,303"
1월,광고주,SAE팀,주식회사 골프파트너앤코스모,61426,"1,150,980","172,648",0,"172,648","78,787","93,861"
1월,광고주,CS파트,서광에프알피산업,24490,"962,010","144,302",0,"144,302","78,431","65,871"
1월,광고주,SAE팀,(주)엠제이플렉스,19413,"1,145,518","171,828",0,"171,828","78,413","93,415"
1월,광고주,SAE팀,(주)제이에스인터푸드,42763,"1,124,910","168,738",0,"168,738","77,003","91,735"
1월,광고주,SAE팀,그림이좋은사람들,61420,"1,108,540","166,282",0,"166,282","75,882","90,400"
1월,광고주,운영실1팀 (박유종),고마컴퍼니 주식회사,60445,"979,480","146,922",0,"146,922","73,405","73,517"
1월,광고주,CS파트,주식회사 모던인텍,52081,"759,402","134,277",0,"134,277","72,983","61,294"
1월,광고주,SAE팀,부강아이티(주),39679,"1,062,800","159,421",0,"159,421","72,751","86,670"
1월,광고주,SAE팀,진흥산업주식회사,43451,"1,026,020","153,904",0,"153,904","70,234","83,670"
1월,광고주,광고사업1본부2실5팀 (조정현),주식회사 피알앤디리볼트,61305,"761,430","114,215",0,"114,215","67,774","46,441"
1월,광고주,SAE팀,(주)마음나눔,56946,"967,414","145,113",0,"145,113","66,222","78,891"
1월,광고주,SAE팀,한국교원연수원,36446,"952,610","142,892",0,"142,892","65,208","77,684"
1월,광고주,광고사업3본부2실6팀 (조정훈),주식회사 세모컴퍼니,61261,"254,733","38,211",0,"38,211","63,063","-24,852"
1월,광고주,CS파트,주식회사 성광특수강화유리,60839,"771,180","115,677",0,"115,677","62,874","52,803"
1월,광고주,SAE팀,와이비엠비즈강남교육연수센터,52311,"917,860","137,679",0,"137,679","62,829","74,850"
1월,광고주,SAE팀,수피부과의원,61190,"770,224","136,679",0,"136,679","62,373","74,306"
1월,광고주,CS파트,한국특수금속,42220,"759,330","113,900",0,"113,900","61,907","51,993"
1월,광고주,SAE팀,(주)알앤디코리아,58379,"851,180","127,677",0,"127,677","58,265","69,412"
1월,광고주,SAE팀,(주)엘넷,61277,"824,280","123,642",0,"123,642","56,424","67,218"
1월,광고주,운영실2팀 (주규철),글랜비아,61405,0,0,0,0,"54,824","-54,824"
1월,광고주,CS파트,켄포토,30910,"946,026","100,129",0,"100,129","54,422","45,707"
1월,광고주,CS파트,주식회사 지지엠,58058,"1,144,320","98,689",0,"98,689","53,640","45,049"
1월,광고주,CS파트,레퍼런스체크코리아 주식회사,57708,"651,450","97,718",0,"97,718","53,112","44,606"
1월,광고주,CS파트,(주)케이지이니시스,52699,"640,620","96,093",0,"96,093","52,229","43,864"
1월,광고주,CS파트,주식회사 한국국제교류원,53184,"639,680","95,952",0,"95,952","52,152","43,800"
1월,광고주,CS파트,송탄성모안과,58705,"632,330","94,850",0,"94,850","51,554","43,296"
1월,광고주,SAE팀,주식회사 맛있는에프앤비,58787,"740,860","111,130",0,"111,130","50,714","60,416"
1월,광고주,CS파트,테사테이프코리아(유),58402,"620,000","93,000",0,"93,000","50,548","42,452"
