월,구분,담당부서,광고주명,코드,총매출,영업수익,영업비용,영업실적,인건비,관리손익
3월,광고주,CS파트,태건산업안전 주식회사,49068,"206,963","31,045",0,"31,045","15,812","15,233"
3월,광고주,SAE팀,주식회사 대흥포텍,56848,"217,662","32,650",0,"32,650","15,723","16,927"
3월,광고주,SAE팀,21세기모타,59292,"214,800","32,220",0,"32,220","15,516","16,704"
3월,광고주,SAE팀,러시아어 에듀랑,61262,"212,540","31,881",0,"31,881","15,353","16,528"
3월,광고주,CS파트,인제나노판매 주식회사,41431,"196,758","29,515",0,"29,515","15,032","14,483"
3월,광고주,SAE팀,주식회사 토홀드,61245,"207,717","31,158",0,"31,158","15,005","16,153"
3월,광고주,CS파트,마포크린,58587,"216,187","27,447",0,"27,447","13,979","13,468"
3월,광고주,SAE팀,연세바로치과교정과치과의원,60606,"392,408","28,577",0,"28,577","13,762","14,815"
3월,광고주,CS파트,현대공업,60260,"180,070","27,011",0,"27,011","13,757","13,254"
3월,광고주,CS파트,주식회사 세일,58050,"179,740","26,961",0,"26,961","13,732","13,229"
3월,광고주,CS파트,생생면 식품,61410,"178,569","26,785",0,"26,785","13,642","13,143"
3월,광고주,SAE팀,알에스신화랜드,61427,"188,133","28,220",0,"28,220","13,590","14,630"
3월,광고주,CS파트,필어닝,59132,"176,165","26,425",0,"26,425","13,459","12,966"
3월,광고주,SAE팀,홍제탑치과의원,60755,"219,041","27,672",0,"27,672","13,326","14,346"
3월,광고주,CS파트,크라운외식산업,36639,"166,372","24,956",0,"24,956","12,710","12,246"
3월,광고주,CS파트,헬로우다이빙,34373,"165,887","24,868",0,"24,868","12,666","12,202"
3월,광고주,CS파트,주식회사에이이노텍,58621,"164,033","24,605",0,"24,605","12,532","12,073"
3월,광고주,CS파트,(주)지큐엘이비,7036,"161,642","24,247",0,"24,247","12,350","11,897"
3월,광고주,SAE팀,한성기업,41009,"167,945","25,192",0,"25,192","12,132","13,060"
3월,광고주,CS파트,등대불빛아래,45263,"155,850","23,378",0,"23,378","11,906","11,472"
3월,광고주,CS파트,찬주공조,50127,"155,142","23,271",0,"23,271","11,852","11,419"
3월,광고주,SAE팀,주식회사 삼주산업,56980,"157,401","23,611",0,"23,611","11,370","12,241"
3월,광고주,운영실2팀 (주규철),(재)서울디자인재단 서울디자인창업센터,61144,0,0,0,0,"11,201","-11,201"
3월,광고주,SAE팀,온뮤직실용음악학원,61096,"154,832","23,225",0,"23,225","11,184","12,041"
3월,광고주,CS파트,통영수산물직매장,43204,"143,870","21,580",0,"21,580","10,990","10,590"
3월,광고주,SAE팀,리빙캐슬 양재점,59424,"152,112","22,817",0,"22,817","10,988","11,829"
3월,광고주,SAE팀,청주아이폰수리마켓,59473,"229,743","22,603",0,"22,603","10,885","11,718"
3월,광고주,SAE팀,소솜시티,41042,"145,800","21,870",0,"21,870","10,532","11,338"
3월,광고주,CS파트,씨엔쇼파,43448,"131,435","19,715",0,"19,715","10,041","9,674"
3월,광고주,SAE팀,머니닥터공인중개사사무소,60870,"410,730","20,566",0,"20,566","9,904","10,662"
3월,광고주,CS파트,한지상자닷컴,57424,"126,660","18,999",0,"18,999","9,676","9,323"
3월,광고주,CS파트,리본요가분당점,54975,"126,505","18,976",0,"18,976","9,664","9,312"
3월,광고주,SAE팀,코코리빙텔 천호점,21038,"132,750","19,913",0,"19,913","9,589","10,324"
3월,광고주,SAE팀,주식회사 엠지아이티,61519,"125,454","18,818",0,"18,818","9,062","9,756"
3월,광고주,CS파트,즐거운친구들,26053,"117,510","17,627",0,"17,627","8,978","8,649"
3월,광고주,CS파트,서울역 윌치과,41178,"117,297","17,595",0,"17,595","8,963","8,632"
3월,광고주,CS파트,(주)엠프파트너스,47207,"114,857","17,229",0,"17,229","8,775","8,454"
3월,광고주,SAE팀,싱글하우스정자점,41750,"121,373","18,206",0,"18,206","8,767","9,439"
3월,광고주,SAE팀,삼삼물산,46528,"121,019","18,153",0,"18,153","8,742","9,411"
3월,광고주,CS파트,주식회사 신원,58306,"111,341","16,702",0,"16,702","8,507","8,195"
3월,광고주,SAE팀,주아네트웍스,21062,"117,400","17,610",0,"17,610","8,480","9,130"
3월,광고주,SAE팀,에셋프라자(프라임에셋),41363,"115,688","17,353",0,"17,353","8,357","8,996"
3월,광고주,CS파트,리즈미의원,46120,"109,107","16,367",0,"16,367","8,336","8,031"
3월,광고주,CS파트,도촌모터스,58181,"108,990","16,349",0,"16,349","8,326","8,023"
3월,광고주,SAE팀,임팩트 로스트볼,61394,"114,832","17,225",0,"17,225","8,295","8,930"
3월,광고주,CS파트,(주) 라인시스템,60613,"106,256","15,938",0,"15,938","8,117","7,821"
3월,광고주,SAE팀,아트탱크,25733,"152,833","16,805",0,"16,805","8,093","8,712"
3월,광고주,CS파트,(주)오랙스티엠,57183,"104,973","15,746",0,"15,746","8,020","7,726"
3월,광고주,CS파트,배터리일번지,49854,"101,669","15,251",0,"15,251","7,768","7,483"
3월,광고주,CS파트,범일금고,2516,"101,354","15,203",0,"15,203","7,743","7,460"
3월,광고주,CS파트,뉴비자,59069,"100,061","15,009",0,"15,009","7,645","7,364"
3월,광고주,SAE팀,평산테크(다음),55515,"104,625","15,694",0,"15,694","7,558","8,136"
3월,광고주,SAE팀,(주)에스다드,61590,"104,100","15,615",0,"15,615","7,520","8,095"
3월,광고주,CS파트,김경숙출장요리,19398,"97,930","14,689",0,"14,689","7,481","7,208"
3월,광고주,CS파트,케이엔비 엔터테인먼트,61200,"93,703","14,056",0,"14,056","7,159","6,897"
3월,광고주,CS파트,뉴마더맘산후조리원,56620,"93,229","13,984",0,"13,984","7,122","6,862"
3월,광고주,SAE팀,제일산업,6804,"98,412","14,762",0,"14,762","7,109","7,653"
3월,광고주,CS파트,카인드짐 휘트니스,58394,"178,179","13,927",0,"13,927","7,093","6,834"
3월,광고주,CS파트,한국후지A/S센타,36585,"92,810","13,922",0,"13,922","7,091","6,831"
3월,광고주,CS파트,씨지통신(해병마크사),51541,"90,600","13,591",0,"13,591","6,922","6,669"
3월,광고주,CS파트,(주)에스공사(소리공사),31028,"89,690","13,455",0,"13,455","6,853","6,602"
3월,광고주,CS파트,신일특허사무소,59177,"89,469","13,421",0,"13,421","6,836","6,585"
3월,광고주,CS파트,켄포토,30910,"212,395","13,134",0,"13,134","6,689","6,445"
3월,광고주,CS파트,911aircon,41614,"84,055","12,608",0,"12,608","6,421","6,187"
3월,광고주,CS파트,리마트(사무나라),47273,"82,225","12,334",0,"12,334","6,281","6,053"
3월,광고주,SAE팀,앵마켓,61423,"85,090","12,764",0,"12,764","6,147","6,617"
3월,광고주,CS파트,시골연가네내음,22382,"79,015","11,853",0,"11,853","6,037","5,816"
3월,광고주,CS파트,다나넥스트(주),42000,"78,903","11,835",0,"11,835","6,028","5,807"
3월,광고주,CS파트,리본요가평촌점,57527,"76,230","11,435",0,"11,435","5,824","5,611"
3월,광고주,CS파트,신호시스템 서울센타,26320,"253,567","11,036",0,"11,036","5,621","5,415"
3월,광고주,CS파트,피싱스튜디오,53622,"71,929","10,790",0,"10,790","5,496","5,294"
3월,광고주,CS파트,엠플러스실용음악학원,41553,"71,160","10,675",0,"10,675","5,437","5,238"
3월,광고주,CS파트,베스트데이타,40735,"282,028","10,553",0,"10,553","5,376","5,177"
3월,광고주,CS파트,강민근국어논술,58574,"68,783","10,318",0,"10,318","5,256","5,062"
3월,광고주,CS파트,제마산업,19987,"67,689","10,153",0,"10,153","5,171","4,982"
3월,광고주,CS파트,헬레나즈,31430,"67,390","10,109",0,"10,109","5,149","4,960"
3월,광고주,CS파트,월평아이빅실용음악학원,60514,"65,453","9,818",0,"9,818","5,000","4,818"
3월,광고주,CS파트,성산특수글라스,3235,"65,302","9,796",0,"9,796","4,990","4,806"
3월,광고주,SAE팀,미래연세치과,60671,"69,010","10,352",0,"10,352","4,985","5,367"
3월,광고주,CS파트,세기하우징,40012,"65,095","9,765",0,"9,765","4,974","4,791"
3월,광고주,CS파트,홍승동떡연구소,29732,"63,469","9,520",0,"9,520","4,849","4,671"
3월,광고주,SAE팀,키즈뮤,61422,"67,040","10,057",0,"10,057","4,843","5,214"
3월,광고주,CS파트,이삭사다리,50891,"63,210","9,482",0,"9,482","4,829","4,653"
3월,광고주,SAE팀,뉴돌고래레져클럽,43900,"64,629","9,695",0,"9,695","4,669","5,026"
3월,광고주,CS파트,이벤트원,52541,"60,707","9,107",0,"9,107","4,638","4,469"
3월,광고주,SAE팀,주식회사 라코브,61586,"63,690","9,555",0,"9,555","4,601","4,954"
3월,광고주,SAE팀,(주)서구대성학원,61166,"63,313","9,497",0,"9,497","4,573","4,924"
3월,광고주,CS파트,그리고휴,13213,"55,739","8,361",0,"8,361","4,259","4,102"
3월,광고주,CS파트,동화나라,22021,"55,363","8,304",0,"8,304","4,229","4,075"
3월,광고주,CS파트,나라전기,22241,"52,241","7,836",0,"7,836","3,991","3,845"
3월,광고주,CS파트,조호군한의원,28261,"50,433","7,565",0,"7,565","3,853","3,712"
3월,광고주,SAE팀,1945김근치과의원,58911,"53,140","7,972",0,"7,972","3,839","4,133"
3월,광고주,SAE팀,레이텍,21418,"50,032","7,505",0,"7,505","3,614","3,891"
3월,광고주,CS파트,제이스준우,55915,"46,718","7,008",0,"7,008","3,570","3,438"
3월,광고주,CS파트,아트웍스,25449,"46,687","7,003",0,"7,003","3,567","3,436"
3월,광고주,CS파트,동양라이트,55246,"46,259","6,939",0,"6,939","3,534","3,405"
3월,광고주,CS파트,(주)제이앤피코퍼레이션,41603,"45,559","6,834",0,"6,834","3,480","3,354"
3월,광고주,CS파트,마스터이엔씨,36312,"45,560","6,834",0,"6,834","3,480","3,354"
3월,광고주,SAE팀,온세led,40789,"43,970","6,596",0,"6,596","3,176","3,420"
3월,광고주,CS파트,키엘네일,59879,"41,239","6,186",0,"6,186","3,150","3,036"
3월,광고주,SAE팀,세화,12743,"43,470","6,521",0,"6,521","3,140","3,381"
3월,광고주,SAE팀,두두디자인,60098,"43,310","6,497",0,"6,497","3,129","3,368"
3월,광고주,CS파트,다솜공예,6752,"40,372","6,056",0,"6,056","3,084","2,972"
3월,광고주,CS파트,네모나무펜션,57405,"39,661","5,950",0,"5,950","3,031","2,919"
3월,광고주,CS파트,오일마스터,40472,"39,350","5,903",0,"5,903","3,007","2,896"
3월,광고주,CS파트,(주)아이온커뮤니케이션즈,56191,"38,996","5,850",0,"5,850","2,980","2,870"
3월,광고주,SAE팀,법무사 심재성,61328,"40,090","6,014",0,"6,014","2,896","3,118"
3월,광고주,CS파트,우진조구,43350,"37,866","5,680",0,"5,680","2,893","2,787"
3월,광고주,CS파트,한우리AV,45130,"37,825","5,674",0,"5,674","2,889","2,785"
3월,광고주,CS파트,가온,51701,"208,937","5,373",0,"5,373","2,737","2,636"
3월,광고주,CS파트,건강한사람들,49434,"35,693","5,354",0,"5,354","2,727","2,627"
3월,광고주,CS파트,업스포츠,57835,"35,343","5,302",0,"5,302","2,701","2,601"
3월,광고주,SAE팀,퀸아울렛,27161,"35,824","5,374",0,"5,374","2,588","2,786"
3월,광고주,CS파트,씨에이테크,58569,"33,696","5,055",0,"5,055","2,574","2,481"
3월,광고주,CS파트,인천잉꼬음향(잉꼬노래연습장),7453,"33,140","4,971",0,"4,971","2,533","2,438"
3월,광고주,SAE팀,봉캐릭터,46652,"34,544","5,182",0,"5,182","2,495","2,687"
3월,광고주,CS파트,태정산업,56205,"32,620","4,893",0,"4,893","2,492","2,401"
3월,광고주,CS파트,오산한국문화센터(개인),57522,"32,085","4,814",0,"4,814","2,453","2,361"
3월,광고주,CS파트,거산21컨테이너,32117,"30,780","4,617",0,"4,617","2,351","2,266"
3월,광고주,SAE팀,수도엔터프라이즈,60826,"29,837","4,476",0,"4,476","2,155","2,321"
3월,광고주,SAE팀,마이홈리빙텔 문정점,22905,"29,720","4,458",0,"4,458","2,147","2,311"
3월,광고주,CS파트,월드중고폰&픽스존,58752,"27,270","4,091",0,"4,091","2,083","2,008"
3월,광고주,CS파트,우양산업개발 (주) 힐튼경주지점,57878,"27,270","4,091",0,"4,091","2,083","2,008"
3월,광고주,SAE팀,가은에어컨,60719,"28,801","4,320",0,"4,320","2,080","2,240"
3월,광고주,SAE팀,뉴영남 부동산,44109,"28,727","4,309",0,"4,309","2,075","2,234"
3월,광고주,SAE팀,준 종합공사 (하늘땅),57458,"27,420","4,114",0,"4,114","1,981","2,133"
3월,광고주,SAE팀,엘에스(LS)방전,61213,"26,670","4,001",0,"4,001","1,927","2,074"
3월,광고주,CS파트,디아이에프(DIF)무용원,61523,"28,197","3,614",0,"3,614","1,841","1,773"
3월,광고주,CS파트,유창금속,52178,"22,990","3,450",0,"3,450","1,757","1,693"
3월,광고주,CS파트,미디어사운드랩 음각,58294,"22,520","3,379",0,"3,379","1,722","1,657"
3월,광고주,CS파트,복주는세상(복어세상),30624,"22,296","3,345",0,"3,345","1,703","1,642"
3월,광고주,CS파트,을지인쇄,22414,"21,390","3,209",0,"3,209","1,634","1,575"
3월,광고주,CS파트,본영사,49013,"20,630","3,095",0,"3,095","1,577","1,518"
3월,광고주,CS파트,(주)피엠씨엔지니어링,58707,"20,520","3,079",0,"3,079","1,569","1,510"
3월,광고주,CS파트,대하테크,41296,"20,450","3,068",0,"3,068","1,563","1,505"
3월,광고주,CS파트,현덕산업기술,3221,"20,440","3,066",0,"3,066","1,562","1,504"
3월,광고주,CS파트,금모래은모래펜션,53157,"19,409","2,912",0,"2,912","1,484","1,428"
3월,광고주,SAE팀,푸른건강식품연구원(웰빙하우스),19638,"20,066","3,010",0,"3,010","1,450","1,560"
3월,광고주,CS파트,이선생,60319,"18,650","2,798",0,"2,798","1,424","1,374"
3월,광고주,CS파트,대진종합유통,42823,"18,329","2,750",0,"2,750","1,400","1,350"
3월,광고주,CS파트,동국섬유,58649,"18,056","2,708",0,"2,708","1,378","1,330"
3월,광고주,CS파트,지혜아동청소년발달센터 주식회사,61618,"17,795","2,670",0,"2,670","1,359","1,311"
3월,광고주,CS파트,마인드랩,61561,"17,530","2,630",0,"2,630","1,340","1,290"
3월,광고주,SAE팀,연세네이처치과의원,56650,"466,157","2,716",0,"2,716","1,308","1,408"
3월,광고주,SAE팀,명성한의원,6778,"18,032","2,705",0,"2,705","1,303","1,402"
3월,광고주,SAE팀,연세구치과,56057,"15,787","2,682",0,"2,682","1,292","1,390"
3월,광고주,SAE팀,능이백숙명가,61330,"17,620","2,643",0,"2,643","1,273","1,370"
3월,광고주,광고사업3본부2실5팀 (최서희),주안전기공사인력,59586,"52,712","7,907",0,"7,907","1,259","6,648"
3월,광고주,CS파트,해인가든산장,56553,"16,370","2,456",0,"2,456","1,251","1,205"
3월,광고주,CS파트,동진과학,41861,"16,207","2,431",0,"2,431","1,238","1,193"
3월,광고주,SAE팀,리즌카,54154,"17,089","2,564",0,"2,564","1,235","1,329"
3월,광고주,CS파트,에프에이온,61359,"15,710","2,357",0,"2,357","1,200","1,157"
3월,광고주,CS파트,아이빅아트센터,60717,"15,419","2,313",0,"2,313","1,179","1,134"
3월,광고주,CS파트,이브아유르,43509,"15,050","2,258",0,"2,258","1,151","1,107"
3월,광고주,CS파트,파출사랑,59024,"14,997","2,250",0,"2,250","1,146","1,104"
3월,광고주,CS파트,케이티티글로벌,47321,"14,397","2,160",0,"2,160","1,100","1,060"
3월,광고주,CS파트,리본요가(수원점),32008,"14,365","2,155",0,"2,155","1,098","1,057"
3월,광고주,CS파트,민현악기,50804,"14,342","2,152",0,"2,152","1,095","1,057"
3월,광고주,CS파트,다산정공,42591,"14,246","2,137",0,"2,137","1,087","1,050"
3월,광고주,CS파트,주식회사 티아이,58441,"13,119","1,968",0,"1,968","1,003",965
3월,광고주,CS파트,주식회사 파라바이오,61154,"13,079","1,962",0,"1,962","1,000",962
3월,광고주,SAE팀,(주)대우컨테이너,57046,"13,640","2,046",0,"2,046",985,"1,061"
3월,광고주,CS파트,일광공구공업,40219,"12,670","1,901",0,"1,901",968,933
3월,광고주,운영실2팀 (주규철),예손병원,58507,"24,660","3,699",0,"3,699",960,"2,739"
3월,광고주,CS파트,펌프킨,43075,"12,480","1,872",0,"1,872",953,919
3월,광고주,SAE팀,(CW)디테일링 부산명지점,61545,"13,077","1,962",0,"1,962",945,"1,017"
3월,광고주,CS파트,리디아,40673,"12,140","1,821",0,"1,821",927,894
3월,광고주,SAE팀,해충방역캐치원,59619,"12,800","1,921",0,"1,921",925,996
3월,광고주,CS파트,청운검정고시학원,12098,"11,802","1,771",0,"1,771",901,870
3월,광고주,CS파트,경광카본,30740,"11,430","1,716",0,"1,716",874,842
3월,광고주,CS파트,공감이 있는 공간,59709,"10,746","1,612",0,"1,612",822,790
3월,광고주,CS파트,초부리하우스,58751,"10,310","1,547",0,"1,547",788,759
3월,광고주,CS파트,세무법인조율 고양지점,59919,"10,240","1,537",0,"1,537",783,754
3월,광고주,CS파트,텔스콤,41977,"10,180","1,528",0,"1,528",778,750
3월,광고주,CS파트,모든오피스,36254,"10,140","1,521",0,"1,521",775,746
3월,광고주,운영실1팀 (박유종),주식회사 동양디엔피,57125,"21,100","3,165",0,"3,165",751,"2,414"
3월,광고주,CS파트,엑셀위스,35085,"9,540","1,431",0,"1,431",729,702
3월,광고주,SAE팀,에코스,45916,"10,080","1,512",0,"1,512",728,784
3월,광고주,SAE팀,해건한의원,35420,"9,770","1,466",0,"1,466",706,760
3월,광고주,CS파트,쓰리에스씨,28580,"9,010","1,352",0,"1,352",689,663
3월,광고주,CS파트,더 플렌티,60055,"8,900","1,336",0,"1,336",680,656
3월,광고주,SAE팀,주식회사 비비다컴,60994,"9,380","1,407",0,"1,407",678,729
3월,광고주,CS파트,CA(씨에이),38489,"8,237","1,236",0,"1,236",628,608
3월,광고주,CS파트,(주)코스턴,19689,"8,170","1,226",0,"1,226",624,602
3월,광고주,CS파트,전주변기하수구씽크대막힘뚫음업체,56807,"8,080","1,213",0,"1,213",618,595
3월,광고주,CS파트,신우전기제조(주),18518,"7,961","1,195",0,"1,195",609,586
3월,광고주,CS파트,건강한세상앞선치과병원,39109,"7,910","1,187",0,"1,187",605,582
3월,광고주,CS파트,릴수리닷컴,61030,"7,896","1,184",0,"1,184",604,580
3월,광고주,CS파트,양전자시스템,55347,"7,518","1,129",0,"1,129",575,554
3월,광고주,CS파트,켐플러스,13118,"7,403","1,111",0,"1,111",566,545
3월,광고주,운영실2팀 (주규철),주식회사 스틱스앤스톤스,58623,"14,380","2,158",0,"2,158",561,"1,597"
3월,광고주,CS파트,세양기계,57071,"7,250","1,088",0,"1,088",554,534
3월,광고주,CS파트,화진엠티에스,37885,"7,114","1,069",0,"1,069",544,525
3월,광고주,광고사업3본부2실6팀 (조정훈),주식회사 커리어게이트,60452,"19,003","2,850",0,"2,850",544,"2,306"
3월,광고주,CS파트,가이드인쇄,49003,"7,070","1,061",0,"1,061",540,521
3월,광고주,SAE팀,아쉬탕가요가센터,30072,"7,422","1,114",0,"1,114",536,578
3월,광고주,CS파트,벌룬데코(파티아나),38254,"6,970","1,046",0,"1,046",532,514
3월,광고주,CS파트,창성적재함,51072,"6,710","1,006",0,"1,006",512,494
3월,광고주,CS파트,전주스쿠버,50202,"5,600",840,0,840,428,412
3월,광고주,광고사업3본부2실,주식회사 커넥트온,58968,"18,990","2,849",0,"2,849",421,"2,428"
3월,광고주,SAE팀,소프트하모니 인터내셔널,53179,"5,577",837,0,837,403,434
3월,광고주,CS파트,한미르학원 주식회사,59362,"5,095",764,0,764,389,375
3월,광고주,SAE팀,돈우구이,61326,"5,260",789,0,789,380,409
3월,광고주,SAE팀,주식회사 비티몰(브라이튼몰),25159,"4,450",668,0,668,322,346
3월,광고주,CS파트,횡성한우백화점,41536,"4,180",627,0,627,319,308
3월,광고주,SAE팀,대우스토리지,57090,"3,937",591,0,591,285,306
3월,광고주,CS파트,장호이미자펜션,57459,"3,730",560,0,560,285,275
3월,광고주,CS파트,고운이라인치과,41297,"3,540",531,0,531,271,260
3월,광고주,SAE팀,(주)밀양한천,59739,"3,720",558,0,558,269,289
3월,광고주,CS파트,신생공업,52094,"3,240",487,0,487,248,239
3월,광고주,SAE팀,들길컴퍼니,61016,"3,410",512,0,512,247,265
3월,광고주,CS파트,(주)태흥,7468,"3,190",479,0,479,244,235
3월,광고주,CS파트,바다림영어조합법인(바지락공장),59168,"3,170",476,0,476,242,234
3월,광고주,CS파트,주식회사 하비스,59965,"3,160",474,0,474,241,233
3월,광고주,CS파트,(주)쓰리에이엔지니어링,57872,"3,100",465,0,465,237,228
3월,광고주,CS파트,투인스포츠,46790,"3,050",458,0,458,234,224
3월,광고주,CS파트,전주하수구,57552,"3,060",459,0,459,234,225
3월,광고주,CS파트,(주)제이앤디테크,41980,"2,601",391,0,391,199,192
3월,광고주,CS파트,신한과학(주),52344,"2,430",365,0,365,187,178
3월,광고주,CS파트,성우오토텍(주),58632,"2,390",359,0,359,184,175
3월,광고주,광고사업1본부2실1팀 (추성호),도움부동산중개,60001,"7,240","1,086",0,"1,086",184,902
3월,광고주,SAE팀,델타콘도비,51904,"2,510",377,0,377,182,195
3월,광고주,SAE팀,김민주님 라마다울릉호텔 912호,61370,"2,360",355,0,355,171,184
3월,광고주,SAE팀,주식회사 담은푸드,60819,"2,198",330,0,330,159,171
3월,광고주,SAE팀,하나아이엔티,21086,"2,140",321,0,321,155,166
3월,광고주,SAE팀,(주)최고식품,60668,"2,090",314,0,314,151,163
3월,광고주,CS파트,아키라인,34634,"1,640",247,0,247,125,122
3월,광고주,CS파트,세광기업,46875,"1,650",248,0,248,125,123
3월,광고주,CS파트,나무판때기,46009,"1,480",222,0,222,113,109
3월,광고주,CS파트,js교육,47687,"1,260",189,0,189,97,92
3월,광고주,CS파트,동광테크,60099,"1,170",176,0,176,88,88
3월,광고주,CS파트,아이앤텍,45364,"1,150",173,0,173,87,86
3월,광고주,CS파트,인포라인,44191,"308,049",156,0,156,80,76
3월,광고주,CS파트,시그마소프트,40112,886,133,0,133,68,65
3월,광고주,CS파트,소망녹취속기사무소,37892,740,111,0,111,56,55
3월,광고주,CS파트,피에스시스템,54815,700,105,0,105,53,52
3월,광고주,CS파트,상록지붕방수,48676,640,96,0,96,49,47
3월,광고주,CS파트,대관령품안에펜션,15733,650,98,0,98,49,49
3월,광고주,SAE팀,아이엠피티,30861,660,99,0,99,48,51
3월,광고주,CS파트,아세아,41495,630,95,0,95,48,47
3월,광고주,CS파트,주식회사 휴리스,60628,600,90,0,90,46,44
3월,광고주,CS파트,부영목재포장,24938,580,87,0,87,45,42
3월,광고주,SAE팀,레디션,60911,580,87,0,87,42,45
3월,광고주,CS파트,덕현리촌장 전원펜션,43020,470,71,0,71,36,35
3월,광고주,SAE팀,플로스앤가든,61300,480,72,0,72,35,37
3월,광고주,CS파트,서울소독,55636,410,62,0,62,32,30
3월,광고주,CS파트,에스티라이트,28002,420,63,0,63,32,31
3월,광고주,SAE팀,파인애플 피티엘,60721,420,63,0,63,30,33
3월,광고주,SAE팀,턴잇인코리아 유한회사,57308,350,53,0,53,26,27
3월,광고주,CS파트,화성고등학교,44076,280,42,0,42,22,20
3월,광고주,CS파트,주식회사 케이에이치오토,60361,260,39,0,39,20,19
3월,광고주,운영실,영상교육미디어,3190,696,104,0,104,18,86
3월,광고주,CS파트,세종이화발레학원,50736,210,32,0,32,16,16
3월,광고주,CS파트,테라스플러스,61041,210,32,0,32,16,16
3월,광고주,CS파트,샴푸모텔,60557,210,32,0,32,16,16
3월,광고주,CS파트,프로리더,35538,150,23,0,23,12,11
3월,광고주,CS파트,광명고주파전기,36890,140,21,0,21,11,10
3월,광고주,SAE팀,주식회사 스타플랫폼,61197,70,11,0,11,5,6
3월,광고주,SAE팀,주식회사 모아드림에프앤비,61417,70,11,0,11,5,6
3월,광고주,SAE팀,소호리빙텔 면목점,19440,70,11,0,11,5,6
3월,광고주,CS파트,수원동아앵글,688,70,11,0,11,5,6
3월,광고주,CS파트,남한강레포츠,43868,70,11,0,11,5,6
3월,광고주,CS파트,우리컴(우리파츠),41552,70,11,0,11,5,6
3월,광고주,CS파트,싱글하우스 한성대점,27655,70,11,0,11,5,6
3월,광고주,광고사업1본부,비품플러스,51403,"5,903",885,0,885,0,885
3월,광고주,광고사업1본부,갤럭시텔,50836,"18,220","2,734",0,"2,734",0,"2,734"
3월,광고주,SAE팀,(주)제이에스인터푸드,42763,"-2,340",-351,0,-351,0,-351
3월,광고주,SAE팀,내곡웰치과의원,60727,"3,850",0,0,0,0,0
3월,광고주,SAE팀,서울이웰치과의원,57173,"53,003",0,0,0,0,0
3월,광고주,SAE팀,서울라인치과의원,59242,"214,699",0,0,0,0,0
3월,광고주,SAE팀,금성관 나주곰탕,60710,"440,588",0,0,0,0,0
3월,광고주,사업지원팀,이엠넷,10157,"1,265,068","109,755",0,"109,755",0,"109,755"
3월,광고주,HRD팀,마스터피스,60431,"60,776","9,116",0,"9,116",0,"9,116"
3월,광고주,(202301) 채널팀,신한네트워크,44135,940,141,0,141,0,141
3월,광고주,미디어채널팀,(주)중앙애드넷아이엔씨,60991,"2,426,689",0,0,0,0,0
3월,광고주,미디어채널팀,(주)아이디어키,60932,"12,050,144","333,828",0,"333,828",0,"333,828"
3월,광고주,미디어채널팀,(주) 에이엠피엠글로벌,61266,"72,263,866","3,281,252",0,"3,281,252",0,"3,281,252"
3월,광고주,미디어채널팀,주식회사 디포캐스트,60918,"92,308,681","1,282,326","351,538","930,788",0,"930,788"
3월,광고주,미디어채널팀,주식회사 코마스인터렉티브,61012,"125,301,048","8,807,295","7,908,824","898,471",0,"898,471"
3월,광고주,미디어채널팀,주식회사 지니앤솔루션,61055,"821,461,269","39,065,593","8,944,642","30,120,951",0,"30,120,951"
3월,광고주,미디어채널팀,주식회사 아이지에이웍스,61230,"978,518,872","17,301,883","13,656,222","3,645,661",0,"3,645,661"
3월,광고주,미디어채널팀,주식회사 드림인사이트,60015,"1,781,453,668","59,711,279","19,148,360","40,562,919",0,"40,562,919"
3월,광고주,미디어채널팀,주식회사 넥스트미디어그룹,61609,"2,479,226,932","46,800,882","46,800,882",0,0,0
3월,광고주,CS파트,김해가야전산회계학원,28049,"2,829",0,0,0,0,0
3월,광고주,광고사업3본부2실7팀 (류현서),에첼소(Eccelso),60425,"183,080","27,463",0,"27,463",0,"27,463"
3월,광고주,광고사업1본부1실4팀 (유승연),악사손해보험(주),58798,"-12,414",0,0,0,0,0
4월,광고주,광고사업3본부1실3팀 (이유진),(주)지에스리테일 홈쇼핑,61258,"848,926,982","115,184,628","241,883","114,942,745","91,066,731","23,876,014"
4월,광고주,광고사업3본부1실2팀 (조학성),십일번가 주식회사,60976,"1,073,275,020","83,263,293","11,124,794","72,138,499","77,244,959","-5,106,460"
4월,광고주,광고사업1본부2실6팀 (이상우),씨제이 제일제당(주),42154,"1,115,017,704","161,994,479","27,007,699","134,986,780","74,154,711","60,832,069"
4월,광고주,광고사업2본부1실3팀 (장채은),주식회사 에이피알,58263,"1,233,173,468","173,603,351","42,391,036","131,212,315","67,903,617","63,308,698"
4월,광고주,광고사업1본부2실1팀 (추성호),라이나생명보험(주),61571,"1,280,481,398","179,969,787","49,825,906","130,143,881","63,898,039","66,245,842"
4월,광고주,광고사업3본부1실3팀 (이유진),(주)종근당,60913,"536,748,854","85,112,120","2,604,153","82,507,967","60,111,060","22,396,907"
4월,광고주,광고사업3본부2실6팀 (조정훈),씨제이올리브영 주식회사,59875,"629,564,640","94,434,698",0,"94,434,698","58,117,528","36,317,170"
4월,광고주,광고사업2본부1실6팀 (이승화),(주)코스알엑스,61268,"454,094,116","49,650,299",0,"49,650,299","52,785,643","-3,135,344"
